0,0
1,1
2,1
3,2
4,3
5,4
6,5
7,6
8,7
9,7
10,8
11,9
12,10
13,11
14,12
15,13
16,13
17,14
18,15
19,16
20,17
21,18
22,19
23,20
24,20
25,21
26,22
27,23
28,24
29,25
30,26
31,27
32,28
33,29
34,29
35,30
36,31
37,32
38,33
39,34
40,35
41,36
42,37
43,38
44,39
45,40
46,40
47,41
48,42
49,43
50,44
51,45
52,46
53,47
54,48
55,49
56,50
57,51
58,52
59,53
60,54
61,55
62,56
63,57
64,57
65,58
66,59
67,60
68,61
69,62
70,63
71,64
72,65
73,66
74,67
75,68
76,69
77,70
78,71
79,72
80,73
81,74
82,75
83,76
84,77
85,78
86,79
87,80
88,81
89,82
90,83
91,84
92,85
93,86
94,87
95,88
96,89
97,90
98,91
99,92
100,93
101,94
102,95
103,96
104,97
105,98
106,99
107,100
108,101
109,102
110,103
111,104
112,105
113,106
114,107
115,108
116,109
117,110
118,111
119,112
120,113
121,114
122,115
123,116
124,117
125,118
126,119
127,120
128,121
129,122
130,122
131,123
132,124
133,125
134,126
135,127
136,128
137,129
138,129
139,130
140,131
141,132
142,133
143,134
144,135
145,136
146,137
147,138
148,139
149,140
150,141
151,142
152,143
153,144
154,145
155,146
156,147
157,148
158,149
159,150
160,151
161,152
162,153
163,154
164,155
165,156
166,157
167,158
168,159
169,160
170,161
171,162
172,163
173,164
174,165
175,166
176,167
177,168
178,169
179,170
180,171
181,172
182,173
183,174
184,175
185,176
186,177
187,178
188,179
189,180
190,181
191,182
192,183
193,184
194,185
195,186
196,187
197,187
198,188
199,189
200,190
201,191
202,192
203,193
204,194
205,195
206,196
207,197
208,198
209,199
210,200
211,201
212,202
213,203
214,204
215,204
216,205
217,206
218,207
219,208
220,209
221,210
222,211
223,212
224,213
225,214
226,215
227,215
228,216
229,217
230,218
231,219
232,220
233,221
234,222
235,223
236,224
237,224
238,225
239,226
240,227
241,228
242,229
243,230
244,231
245,231
246,232
247,233
248,234
249,235
250,236
251,237
252,237
253,238
254,239
255,240
256,241
257,242
258,243
259,243
260,244
261,245
262,246
263,247
264,248
265,248
266,249
267,250
268,251
269,252
270,252
271,253
272,254
273,255
274,256
275,256
276,257
277,258
278,259
279,260
280,260
281,261
282,262
283,263
284,264
285,264
286,265
287,266
288,267
289,267
290,268
291,269
292,270
293,270
294,271
295,272
296,273
297,273
298,274
299,275
300,275
301,276
302,277
303,278
304,278
305,279
306,280
307,280
308,281
309,282
310,283
311,283
312,284
313,285
314,285
315,286
316,287
317,287
318,288
319,289
320,289
321,290
322,291
323,291
324,292
325,293
326,293
327,294
328,294
329,295
330,296
331,296
332,297
333,298
334,298
335,299
336,299
337,300
338,301
339,301
340,302
341,302
342,303
343,304
344,304
345,305
346,305
347,306
348,306
349,307
350,307
351,308
352,309
353,309
354,310
355,310
356,311
357,311
358,312
359,312
360,313
361,313
362,314
363,314
364,315
365,315
366,316
367,316
368,317
369,317
370,318
371,318
372,319
373,319
374,320
375,320
376,320
377,321
378,321
379,322
380,322
381,323
382,323
383,324
384,324
385,324
386,325
387,325
388,326
389,326
390,326
391,327
392,327
393,328
394,328
395,328
396,329
397,329
398,329
399,330
400,330
401,330
402,331
403,331
404,331
405,332
406,332
407,332
408,333
409,333
410,333
411,334
412,334
413,334
414,335
415,335
416,335
417,335
418,336
419,336
420,336
421,337
422,337
423,337
424,337
425,338
426,338
427,338
428,338
429,339
430,339
431,339
432,339
433,339
434,340
435,340
436,340
437,340
438,340
439,341
440,341
441,341
442,341
443,341
444,341
445,342
446,342
447,342
448,342
449,342
450,342
451,342
452,343
453,343
454,343
455,343
456,343
457,343
458,343
459,343
460,343
461,344
462,344
463,344
464,344
465,344
466,344
467,344
468,344
469,344
470,344
471,344
472,344
473,344
474,344
475,344
476,344
477,344
478,344
479,344
480,344
